STT,MaSV,HoTen,NgaySinh,NoiSinh,GioiTinh,MaLop,Email,KhoaHoc,BacDaoTao,LoaiHinhDT,NganhDT,ChuyenNganh,Khoa,TinhTrang
3316,SV3923,Phạm Khánh Linh,2005-12-09,Nghệ An,Nữ,KHVL05,sv3923@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3317,SV3924,Hoàng Thị Nga,2006-01-10,Thanh Hóa,Nữ,KHVL05,sv3924@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3318,SV3925,Huỳnh Thanh Yến,2002-02-11,Hải Phòng,Nữ,KHVL05,sv3925@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3319,SV3926,Phan Đức Cường,2003-03-12,Nam Định,Nam,KHVL05,sv3926@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3320,SV3927,Vũ Thanh Khang,2004-04-13,Quảng Nam,Nam,KHVL05,sv3927@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3321,SV3928,Võ Mỹ Lan,2005-05-14,Khánh Hòa,Nữ,KHVL05,sv3928@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3322,SV3929,Đặng Trọng Tùng,2006-06-15,Lâm Đồng,Nam,KHVL05,sv3929@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3323,SV393,Đặng Thanh Tùng,2005-10-16,Cần Thơ,Nam,CNTT05,sv393@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Trí tuệ nhân tạo,CNTT,Đang học
3324,SV3930,Bùi Văn Khôi,2002-07-16,TP.HCM,Nam,KHVL05,sv3930@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3325,SV3931,Đỗ Thanh Bích,2003-08-17,Hà Nội,Nữ,KHVL05,sv3931@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3326,SV3932,Hồ Phương Giang,2004-09-18,Đà Nẵng,Nữ,KHVL05,sv3932@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3327,SV3933,Ngô Thanh Nam,2005-10-19,Cần Thơ,Nam,KHVL05,sv3933@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3328,SV3934,Dương Gia Sơn,2006-11-20,Đồng Nai,Nam,KHVL05,sv3934@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3329,SV3935,Lý Trọng Huy,2002-12-21,Bình Dương,Nam,KHVL05,sv3935@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3330,SV3936,Nguyễn Thị Anh,2003-01-22,Long An,Nữ,KHVL05,sv3936@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3331,SV3937,Trần Thanh Dung,2004-02-23,Tiền Giang,Nữ,KHVL05,sv3937@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3332,SV3938,Lê Phương Hạnh,2005-03-24,Nghệ An,Nữ,KHVL05,sv3938@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3333,SV3939,Phạm Thanh Quân,2006-04-25,Thanh Hóa,Nam,KHVL05,sv3939@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3334,SV394,Bùi Gia Khôi,2006-11-17,Đồng Nai,Nam,CNTT05,sv394@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Trí tuệ nhân tạo,CNTT,Đang học
3335,SV3940,Hoàng Gia Việt,2002-05-26,Hải Phòng,Nam,KHVL05,sv3940@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3336,SV3941,Huỳnh Khánh Yến,2003-06-27,Nam Định,Nữ,KHVL05,sv3941@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3337,SV3942,Phan Thị Chi,2004-07-01,Quảng Nam,Nữ,KHVL05,sv3942@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3338,SV3943,Vũ Thanh Hà,2005-08-02,Khánh Hòa,Nữ,KHVL05,sv3943@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3339,SV3944,Võ Phương Lan,2006-09-03,Lâm Đồng,Nữ,KHVL05,sv3944@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3340,SV3945,Đặng Bảo My,2002-10-04,TP.HCM,Nữ,KHVL05,sv3945@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3341,SV3946,Bùi Gia Khôi,2003-11-05,Hà Nội,Nam,KHVL05,sv3946@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3342,SV3947,Đỗ Trọng Bình,2004-12-06,Đà Nẵng,Nam,KHVL05,sv3947@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3343,SV3948,Hồ Thị Giang,2005-01-07,Cần Thơ,Nữ,KHVL05,sv3948@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3344,SV3949,Ngô Quốc Nam,2006-02-08,Đồng Nai,Nam,KHVL05,sv3949@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3345,SV395,Đỗ Trọng Bình,2002-12-18,Bình Dương,Nam,CNTT05,sv395@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Trí tuệ nhân tạo,CNTT,Đang học
3346,SV3950,Dương Đức Sơn,2002-03-09,Bình Dương,Nam,KHVL05,sv3950@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3347,SV3951,Lý Bảo Thảo,2003-04-10,Long An,Nữ,KHVL05,sv3951@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3348,SV3952,Nguyễn Mỹ Anh,2004-05-11,Tiền Giang,Nữ,KHVL05,sv3952@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3349,SV3953,Trần Trọng Dũng,2005-06-12,Nghệ An,Nam,KHVL05,sv3953@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3350,SV3954,Lê Văn Long,2006-07-13,Thanh Hóa,Nam,KHVL05,sv3954@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3351,SV3955,Phạm Quốc Quân,2002-08-14,Hải Phòng,Nam,KHVL05,sv3955@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3352,SV3956,Hoàng Phương Nga,2003-09-15,Nam Định,Nữ,KHVL05,sv3956@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3353,SV3957,Huỳnh Bảo Yến,2004-10-16,Quảng Nam,Nữ,KHVL05,sv3957@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3354,SV3958,Phan Mỹ Chi,2005-11-17,Khánh Hòa,Nữ,KHVL05,sv3958@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3355,SV3959,Vũ Trọng Khang,2006-12-18,Lâm Đồng,Nam,KHVL05,sv3959@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3356,SV396,Hồ Thị Giang,2003-01-19,Long An,Nữ,CNTT05,sv396@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Trí tuệ nhân tạo,CNTT,Đang học
3357,SV3960,Võ Văn Phong,2002-01-19,TP.HCM,Nam,KHVL05,sv3960@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3358,SV3961,Đặng Thanh My,2003-02-20,Hà Nội,Nữ,KHVL05,sv3961@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3359,SV3962,Bùi Phương Trang,2004-03-21,Đà Nẵng,Nữ,KHVL05,sv3962@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3360,SV3963,Đỗ Bảo Bích,2005-04-22,Cần Thơ,Nữ,KHVL05,sv3963@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3361,SV3964,Hồ Mỹ Giang,2006-05-23,Đồng Nai,Nữ,KHVL05,sv3964@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3362,SV3965,Ngô Khánh Hương,2002-06-24,Bình Dương,Nữ,KHVL05,sv3965@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3363,SV3966,Dương Văn Sơn,2003-07-25,Long An,Nam,KHVL05,sv3966@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3364,SV3967,Lý Quốc Huy,2004-08-26,Tiền Giang,Nam,KHVL05,sv3967@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3365,SV3968,Nguyễn Phương Anh,2005-09-27,Nghệ An,Nữ,KHVL05,sv3968@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3366,SV3969,Trần Thanh Dũng,2006-10-01,Thanh Hóa,Nam,KHVL05,sv3969@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3367,SV397,Ngô Thanh Hương,2004-02-20,Tiền Giang,Nữ,CNTT05,sv397@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Trí tuệ nhân tạo,CNTT,Đang học
3368,SV3970,Lê Gia Long,2002-11-02,Hải Phòng,Nam,KHVL05,sv3970@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3369,SV3971,Phạm Khánh Linh,2003-12-03,Nam Định,Nữ,KHVL05,sv3971@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3370,SV3972,Hoàng Thị Nga,2004-01-04,Quảng Nam,Nữ,KHVL05,sv3972@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3371,SV3973,Huỳnh Quốc Đạt,2005-02-05,Khánh Hòa,Nam,KHVL05,sv3973@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3372,SV3974,Phan Đức Cường,2006-03-06,Lâm Đồng,Nam,KHVL05,sv3974@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3373,SV3975,Vũ Thanh Khang,2002-04-07,TP.HCM,Nam,KHVL05,sv3975@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3374,SV3976,Võ Mỹ Lan,2003-05-08,Hà Nội,Nữ,KHVL05,sv3976@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3375,SV3977,Đặng Khánh My,2004-06-09,Đà Nẵng,Nữ,KHVL05,sv3977@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3376,SV3978,Bùi Thị Trang,2005-07-10,Cần Thơ,Nữ,KHVL05,sv3978@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3377,SV3979,Đỗ Quốc Bình,2006-08-11,Đồng Nai,Nam,KHVL05,sv3979@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3378,SV398,Dương Phương Mai,2005-03-21,Nghệ An,Nữ,CNTT05,sv398@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Trí tuệ nhân tạo,CNTT,Đang học
3379,SV3980,Hồ Đức Hải,2002-09-12,Bình Dương,Nam,KHVL05,sv3980@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3380,SV3981,Ngô Bảo Hương,2003-10-13,Long An,Nữ,KHVL05,sv3981@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3381,SV3982,Dương Mỹ Mai,2004-11-14,Tiền Giang,Nữ,KHVL05,sv3982@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3382,SV3983,Lý Khánh Thảo,2005-12-15,Nghệ An,Nữ,KHVL05,sv3983@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3383,SV3984,Nguyễn Thị Anh,2006-01-16,Thanh Hóa,Nữ,KHVL05,sv3984@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3384,SV3985,Trần Thanh Dung,2002-02-17,Hải Phòng,Nữ,KHVL05,sv3985@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3385,SV3986,Lê Đức Long,2003-03-18,Nam Định,Nam,KHVL05,sv3986@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3386,SV3987,Phạm Thanh Quân,2004-04-19,Quảng Nam,Nam,KHVL05,sv3987@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3387,SV3988,Hoàng Mỹ Nga,2005-05-20,Khánh Hòa,Nữ,KHVL05,sv3988@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3388,SV3989,Huỳnh Trọng Đạt,2006-06-21,Lâm Đồng,Nam,KHVL05,sv3989@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3389,SV399,Lý Thanh Huy,2006-04-22,Thanh Hóa,Nam,CNTT05,sv399@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Trí tuệ nhân tạo,CNTT,Đang học
3390,SV3990,Phan Văn Cường,2002-07-22,TP.HCM,Nam,KHVL05,sv3990@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3391,SV3991,Vũ Thanh Hà,2003-08-23,Hà Nội,Nữ,KHVL05,sv3991@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3392,SV3992,Võ Phương Lan,2004-09-24,Đà Nẵng,Nữ,KHVL05,sv3992@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3393,SV3993,Đặng Thanh Tùng,2005-10-25,Cần Thơ,Nam,KHVL05,sv3993@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3394,SV3994,Bùi Gia Khôi,2006-11-26,Đồng Nai,Nam,KHVL05,sv3994@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3395,SV3995,Đỗ Trọng Bình,2002-12-27,Bình Dương,Nam,KHVL05,sv3995@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3396,SV3996,Hồ Thị Giang,2003-01-01,Long An,Nữ,KHVL05,sv3996@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3397,SV3997,Ngô Thanh Hương,2004-02-02,Tiền Giang,Nữ,KHVL05,sv3997@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3398,SV3998,Dương Phương Mai,2005-03-03,Nghệ An,Nữ,KHVL05,sv3998@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3399,SV3999,Lý Thanh Huy,2006-04-04,Thanh Hóa,Nam,KHVL05,sv3999@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3400,SV400,Nguyễn Gia An,2002-05-23,Hải Phòng,Nam,CNTT05,sv400@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Trí tuệ nhân tạo,CNTT,Đang học
3401,SV4000,Nguyễn Gia An,2002-05-05,Hải Phòng,Nam,KHVL05,sv4000@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3402,SV4001,Trần Khánh Dung,2003-06-06,Nam Định,Nữ,DTVT01,sv4001@student.edu.vn,2022-2026,Đại học,Chính quy,Điện tử - Viễn thông,Điện tử viễn thông,DTVT,Đang học
3403,SV4002,Lê Thị Hạnh,2004-07-07,Quảng Nam,Nữ,DTVT01,sv4002@student.edu.vn,2022-2026,Đại học,Chính quy,Điện tử - Viễn thông,Điện tử viễn thông,DTVT,Đang học
3404,SV4003,Phạm Thanh Linh,2005-08-08,Khánh Hòa,Nữ,DTVT01,sv4003@student.edu.vn,2022-2026,Đại học,Chính quy,Điện tử - Viễn thông,Điện tử viễn thông,DTVT,Đang học
3405,SV4004,Hoàng Phương Nga,2006-09-09,Lâm Đồng,Nữ,DTVT01,sv4004@student.edu.vn,2022-2026,Đại học,Chính quy,Điện tử - Viễn thông,Điện tử viễn thông,DTVT,Đang học
3406,SV4005,Huỳnh Bảo Yến,2002-10-10,TP.HCM,Nữ,DTVT01,sv4005@student.edu.vn,2022-2026,Đại học,Chính quy,Điện tử - Viễn thông,Điện tử viễn thông,DTVT,Đang học
3407,SV4006,Phan Gia Cường,2003-11-11,Hà Nội,Nam,DTVT01,sv4006@student.edu.vn,2022-2026,Đại học,Chính quy,Điện tử - Viễn thông,Điện tử viễn thông,DTVT,Đang học
3408,SV4007,Vũ Trọng Khang,2004-12-12,Đà Nẵng,Nam,DTVT01,sv4007@student.edu.vn,2022-2026,Đại học,Chính quy,Điện tử - Viễn thông,Điện tử viễn thông,DTVT,Đang học
3409,SV4008,Võ Thị Lan,2005-01-13,Cần Thơ,Nữ,DTVT01,sv4008@student.edu.vn,2022-2026,Đại học,Chính quy,Điện tử - Viễn thông,Điện tử viễn thông,DTVT,Đang học
3410,SV4009,Đặng Quốc Tùng,2006-02-14,Đồng Nai,Nam,DTVT01,sv4009@student.edu.vn,2022-2026,Đại học,Chính quy,Điện tử - Viễn thông,Điện tử viễn thông,DTVT,Đang học
3411,SV401,Trần Khánh Dung,2003-06-24,Nam Định,Nữ,TTH01,sv401@student.edu.vn,2022-2026,Đại học,Chính quy,Toán - Tin,Toán ứng dụng,TTH,Đang học
3412,SV4010,Bùi Đức Khôi,2002-03-15,Bình Dương,Nam,DTVT01,sv4010@student.edu.vn,2022-2026,Đại học,Chính quy,Điện tử - Viễn thông,Điện tử viễn thông,DTVT,Đang học
3413,SV4011,Đỗ Bảo Bích,2003-04-16,Long An,Nữ,DTVT01,sv4011@student.edu.vn,2022-2026,Đại học,Chính quy,Điện tử - Viễn thông,Điện tử viễn thông,DTVT,Đang học
3414,SV4012,Hồ Mỹ Giang,2004-05-17,Tiền Giang,Nữ,DTVT01,sv4012@student.edu.vn,2022-2026,Đại học,Chính quy,Điện tử - Viễn thông,Điện tử viễn thông,DTVT,Đang học
3415,SV4013,Ngô Trọng Nam,2005-06-18,Nghệ An,Nam,DTVT01,sv4013@student.edu.vn,2022-2026,Đại học,Chính quy,Điện tử - Viễn thông,Điện tử viễn thông,DTVT,Đang học
3416,SV4014,Dương Văn Sơn,2006-07-19,Thanh Hóa,Nam,DTVT01,sv4014@student.edu.vn,2022-2026,Đại học,Chính quy,Điện tử - Viễn thông,Điện tử viễn thông,DTVT,Đang học
3417,SV4015,Lý Quốc Huy,2002-08-20,Hải Phòng,Nam,DTVT01,sv4015@student.edu.vn,2022-2026,Đại học,Chính quy,Điện tử - Viễn thông,Điện tử viễn thông,DTVT,Đang học
3418,SV4016,Nguyễn Phương Anh,2003-09-21,Nam Định,Nữ,DTVT01,sv4016@student.edu.vn,2022-2026,Đại học,Chính quy,Điện tử - Viễn thông,Điện tử viễn thông,DTVT,Đang học
3419,SV4017,Trần Bảo Dung,2004-10-22,Quảng Nam,Nữ,DTVT01,sv4017@student.edu.vn,2022-2026,Đại học,Chính quy,Điện tử - Viễn thông,Điện tử viễn thông,DTVT,Đang học
3420,SV4018,Lê Mỹ Hạnh,2005-11-23,Khánh Hòa,Nữ,DTVT01,sv4018@student.edu.vn,2022-2026,Đại học,Chính quy,Điện tử - Viễn thông,Điện tử viễn thông,DTVT,Đang học
3421,SV4019,Phạm Trọng Quân,2006-12-24,Lâm Đồng,Nam,DTVT01,sv4019@student.edu.vn,2022-2026,Đại học,Chính quy,Điện tử - Viễn thông,Điện tử viễn thông,DTVT,Đang học
3422,SV402,Lê Thị Hạnh,2004-07-25,Quảng Nam,Nữ,TTH01,sv402@student.edu.vn,2022-2026,Đại học,Chính quy,Toán - Tin,Toán ứng dụng,TTH,Đang học
3423,SV4020,Hoàng Văn Việt,2002-01-25,TP.HCM,Nam,DTVT01,sv4020@student.edu.vn,2022-2026,Đại học,Chính quy,Điện tử - Viễn thông,Điện tử viễn thông,DTVT,Đang học
3424,SV4021,Huỳnh Thanh Yến,2003-02-26,Hà Nội,Nữ,DTVT01,sv4021@student.edu.vn,2022-2026,Đại học,Chính quy,Điện tử - Viễn thông,Điện tử viễn thông,DTVT,Đang học
3425,SV4022,Phan Phương Chi,2004-03-27,Đà Nẵng,Nữ,DTVT01,sv4022@student.edu.vn,2022-2026,Đại học,Chính quy,Điện tử - Viễn thông,Điện tử viễn thông,DTVT,Đang học
3426,SV4023,Vũ Bảo Hà,2005-04-01,Cần Thơ,Nữ,DTVT01,sv4023@student.edu.vn,2022-2026,Đại học,Chính quy,Điện tử - Viễn thông,Điện tử viễn thông,DTVT,Đang học
3427,SV4024,Võ Mỹ Lan,2006-05-02,Đồng Nai,Nữ,DTVT01,sv4024@student.edu.vn,2022-2026,Đại học,Chính quy,Điện tử - Viễn thông,Điện tử viễn thông,DTVT,Đang học
3428,SV4025,Đặng Khánh My,2002-06-03,Bình Dương,Nữ,DTVT01,sv4025@student.edu.vn,2022-2026,Đại học,Chính quy,Điện tử - Viễn thông,Điện tử viễn thông,DTVT,Đang học
3429,SV4026,Bùi Văn Khôi,2003-07-04,Long An,Nam,DTVT01,sv4026@student.edu.vn,2022-2026,Đại học,Chính quy,Điện tử - Viễn thông,Điện tử viễn thông,DTVT,Đang học
3430,SV4027,Đỗ Quốc Bình,2004-08-05,Tiền Giang,Nam,DTVT01,sv4027@student.edu.vn,2022-2026,Đại học,Chính quy,Điện tử - Viễn thông,Điện tử viễn thông,DTVT,Đang học
